LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"d $350,000-1 million","STONE CREEK LAND DESIGN & DEVELOPMENT, LLC",4009 E FRANCIS AVE,SPOKANE,WA,99217,333120,Limited  Liability Company(LLC),,,,,0,4/14/2020,,
"d $350,000-1 million","STONE GARDENS, INC.",2839 NW Market Street,SEATTLE,WA,98107,713940,Corporation,,,,,0,4/27/2020,,
"d $350,000-1 million",STOP BUGGING ME LLC,2930 4TH AVE S STE 100,SEATTLE,WA,98134,561710,Limited  Liability Company(LLC),,,,,34,5/3/2020,,
"d $350,000-1 million","STRAIGHT EDGE, LLC",5902 132ND ST CT E,PUYALLUP,WA,98373,238350,Limited  Liability Company(LLC),,,,,0,4/28/2020,,
"d $350,000-1 million",STRAND ORCHARDS LLC,56 PO BOX,COWICHE,WA,98923,111331,Limited  Liability Company(LLC),,,,,71,5/28/2020,,
"d $350,000-1 million","STRANDBERG CONSTRUCTION, INC.",2018 R Avenue,ANACORTES,WA,98221,236115,Corporation,,,,,48,4/6/2020,,
"d $350,000-1 million",STRASSER WOODENWORKS INC,14237 NE 200TH ST,WOODINVILLE,WA,98072,423210,Corporation,,,,,49,4/10/2020,,
"d $350,000-1 million","STRATA, INC.",HYACINTH RD350 HYACINTH RD,MANSON,WA,98831,238990,Subchapter S Corporation,,,,,0,4/7/2020,,
"d $350,000-1 million","STRATACORE, INC.",2320 2nd Ave,SEATTLE,WA,98121,541618,Subchapter S Corporation,,,,,26,4/10/2020,,
"d $350,000-1 million",STREAMLINE LLC,22722 29TH DR SE STE 100,BOTHELL,WA,98021,519190,Limited  Liability Company(LLC),,,,,14,4/29/2020,,
"d $350,000-1 million",STREICH BROS. INC.,1650 Marine View Drive,TACOMA,WA,98422,333992,Subchapter S Corporation,,,,,28,4/10/2020,,
"d $350,000-1 million","STREMLER GRAVEL, INC.",PO Box 527,LYNDEN,WA,98264,237990,Corporation,,,,,0,4/27/2020,,
"d $350,000-1 million",STRICKLAND AND SONS EXCAVATION LLC,28008 HINKLEMAN RD,BUCKLEY,WA,98321,238910,Corporation,,,,,,5/3/2020,,
"d $350,000-1 million","STRIDELINE, LLC",117 E LOUISA ST #356,SEATTLE,WA,98102,424310,Limited  Liability Company(LLC),,,,,23,4/6/2020,,
"d $350,000-1 million",STRITMATTER KESSSLER KOEHLER MOORE,3600 15th ave w suite 300,SEATTLE,WA,98119,922130,Corporation,,,,,29,4/27/2020,,
"d $350,000-1 million","STROMER DB, LLC",5700 East Fourth Plain Blvd,VANCOUVER,WA,98661,311920,Limited  Liability Company(LLC),,,,,150,4/15/2020,,
"d $350,000-1 million",STROTHER DERMATOLOGY KIRKLAND PLLC,12911 120TH AVE NE ste g100,KIRKLAND,WA,98034,621111,Limited  Liability Company(LLC),,,,,,4/28/2020,,
"d $350,000-1 million",STRUM AGENCY INC.,1200 6th Avenue,SEATTLE,WA,98101,561312,Sole Proprietorship,,,,,26,4/13/2020,,
"d $350,000-1 million",STRYDER MOTORFREIGHT USA INC.,27232 72nd Ave S,KENT,WA,98032,484121,Corporation,,,,,69,4/28/2020,,
"d $350,000-1 million","STUDIO MENG STRAZZARA, INC., P.S.",2001 Western Ave,SEATTLE,WA,98121,541310,Subchapter S Corporation,,,,,28,4/10/2020,,
"d $350,000-1 million","STURM HEATING, INC.",1112 N NELSON ST,SPOKANE,WA,99202,238220,Employee Stock Ownership Plan(ESOP),,,,,0,4/10/2020,,
"d $350,000-1 million","STYLE HAVENS, LLC",6417 ROOSEVELT WAY NE STE 204,SEATTLE,WA,98115,448190,Limited  Liability Company(LLC),,,,,38,6/26/2020,,
"d $350,000-1 million",SU DEVELOPMENT MASTER LIMITED PS,"10608 NE  2ND ST, Suite 202",BELLEVUE,WA,98004,531311,Partnership,,,,,50,4/8/2020,,
"d $350,000-1 million",SUB POP RECORDS,2013 4TH AVE 3rd Floor,SEATTLE,WA,98121,512290,Partnership,,,,,60,4/15/2020,,
"d $350,000-1 million","SUBCURRENT, INC.",100 S King St Suite 100,SEATTLE,WA,98104,511210,Corporation,,,,,17,4/15/2020,,
"d $350,000-1 million",SUBLIME MEDIA LLC,111 W.JOHN ST STE 301,SEATTLE,WA,98119,541618,Limited  Liability Company(LLC),,,,,,5/3/2020,,
"d $350,000-1 million",SUBSTANTIAL INC,900 E Pine St #202,SEATTLE,WA,98122,541511,Subchapter S Corporation,,,,,0,4/7/2020,,
"d $350,000-1 million",SUBSURFACE CONSTRUCTION LLC,9716 237TH PL SW,EDMONDS,WA,98020,237990,Limited  Liability Company(LLC),,,,,20,5/1/2020,,
"d $350,000-1 million",SUDDEN VALLEY COMMUNITY ASSOCIATION,4 Clubhouse Circle,BELLINGHAM,WA,98229,813990,Corporation,,,,,0,5/6/2020,,
"d $350,000-1 million","SUGAR MOUNTAIN GUEST SERVICES, LLC",1725 Westlake Ave North Suite 200,SEATTLE,WA,98109,541618,Limited  Liability Company(LLC),,,,,0,4/7/2020,,
"d $350,000-1 million",SUGAR PLUM SPA CORP,4347 ROOSEVELT WAY NE,SEATTLE,WA,98105,446120,Subchapter S Corporation,,,,,41,4/14/2020,,
"d $350,000-1 million",SUGIYO USA INC,3200 T AVE,ANACORTES,WA,98221,311710,Corporation,,,,,0,4/29/2020,,
"d $350,000-1 million","SUHRCO RESIDENTIAL PROPERTIES, LLC","2010 156th Ave NE, Suite #100",BELLEVUE,WA,98007,531311,Limited  Liability Company(LLC),,,,,0,4/15/2020,,
"d $350,000-1 million",SUMMIT BUILDING MAINTENANCE INC,2366 EASTLAKE AVE E STE 316,SEATTLE,WA,98102,561720,Corporation,,,,,77,5/3/2020,,
"d $350,000-1 million","SUMMIT ELECTRIC, LLC",4219 S MADISON RD,SPOKANE VALLEY,WA,99206,238210,Limited  Liability Company(LLC),,,,,25,4/7/2020,,
"d $350,000-1 million",SUMMIT GROUP SOLUTIONS LLC,11820 NORTHUP WAY SUITE E130,BELLEVUE,WA,98005,561311,Limited  Liability Company(LLC),,,,,35,4/3/2020,,
"d $350,000-1 million",SUMMIT IMAGING INC.,15000 WOODINVILLE REDMOND RD NE STE B800,WOODINVILLE,WA,98072,423450,Subchapter S Corporation,,,,,37,5/1/2020,,
"d $350,000-1 million","SUMMIT REHABILITATION ASSOCIATES, PLLC",407 E. 2nd Ave Suite 100,SPOKANE,WA,99202,621340,Subchapter S Corporation,,,,,44,4/9/2020,,
"d $350,000-1 million",SUMMIT VIEW CLINIC INC PS,11019 CANYON RD E STE A,PUYALLUP,WA,98373,621399,Corporation,,,,,54,4/11/2020,,
"d $350,000-1 million","SUMNER TRAILER SALES, INC.",4309 E Valley HWY,SUMNER,WA,98390,441210,Corporation,,,,,0,4/13/2020,,
"d $350,000-1 million","SUN MOUNTAIN LODGE, INC.",604 Patterson Lake Road,WINTHROP,WA,98862,721110,Corporation,,,,,,4/27/2020,,
"d $350,000-1 million",SUN PACIFIC ENERGY,501 CANAL DR,KENNEWICK,WA,99336,447190,Limited  Liability Company(LLC),,,,,142,4/3/2020,,
"d $350,000-1 million",SUNBIRD SHOPPING CENTER INC,1757 NATIONAL AVE,CHEHALIS,WA,98532,452112,Corporation,,,,,50,4/7/2020,,
"d $350,000-1 million",SUNDANCE ENERGY SERVICES INC,224 192nd St SW,BOTHELL,WA,98012,238220,Corporation,,,,,0,4/29/2020,,
"d $350,000-1 million",SUNDANCER ELECTRIC INC,25500 74TH AVE S,KENT,WA,98032,238210,Corporation,,,,,0,4/15/2020,,
"d $350,000-1 million",SUNHEAVEN FARMS LLC,118305 S SR 221,PROSSER,WA,99350,221310,Limited  Liability Company(LLC),,,,,0,6/30/2020,,
"d $350,000-1 million",SUNNYSIDE LIVESTOCK MARKET INC.,428 South G St,TOPPENISH,WA,98948,112111,Subchapter S Corporation,,,,,,4/13/2020,,
"d $350,000-1 million",SUNRAY FARMS LLC,4422 RD 13 SE,OTHELLO,WA,99344,111998,Limited  Liability Company(LLC),,,,,280,4/28/2020,,
"d $350,000-1 million","SUNRISE CHEVROLET, INC.",726 OKOMA DRIVE,OMAK,WA,98841,441110,Subchapter S Corporation,,,,,44,4/14/2020,,
"d $350,000-1 million","SUNRISE HOTELS, LLC",2525 N 20th Ave,PASCO,WA,99301,721110,Limited  Liability Company(LLC),,,,,130,4/13/2020,,
"d $350,000-1 million",SUNRISE VIEW CONVALESCENT CENTER,2520 MADISON ST 0,EVERETT,WA,98203,623110,Limited  Liability Company(LLC),,,,,85,4/29/2020,,
"d $350,000-1 million","SUNSET CEMENT FINISHING, INC.",1524 45th St. E Suite 101,SUMNER,WA,98390,238110,Subchapter S Corporation,,,,,0,4/9/2020,,
"d $350,000-1 million","SUNSET FORD, INC.",6616 166th Ave e,SUMNAR,WA,98390,441110,Corporation,,,,,101,4/28/2020,,
"d $350,000-1 million","SUNSET PRODUCE, L.L.C.",30103 WEST GWINN RD,PROSSER,WA,99350,115114,Limited  Liability Company(LLC),,,,,66,4/12/2020,,
"d $350,000-1 million","SUNSHINE FURNITURE, LLC",21215 66th Avenue South,KENT,WA,98032,442110,Limited  Liability Company(LLC),,,,,68,4/3/2020,,
"d $350,000-1 million",SUNSHINE HOME HEALTH CARE LLC,10410 9th Avenue,SPOKANE,WA,99206,621610,Limited  Liability Company(LLC),,,,,41,4/15/2020,,
"d $350,000-1 million",SUNSTREAM CORPORATION,22149  68TH AVE S,KENT,WA,98032,333923,Subchapter S Corporation,,,,,,4/6/2020,,
"d $350,000-1 million",SUPERGRAPHICS LLC,2201 15TH AVE W,SEATTLE,WA,98119,323111,Limited  Liability Company(LLC),,,,,34,4/14/2020,,
"d $350,000-1 million","SUPERIOR CONCRETE, INC.",10515 20th St SE,LAKE STEVENS,WA,98258,238110,Corporation,,,,,50,4/12/2020,,
"d $350,000-1 million",SUPERIOR CUSTOM CABINETS,7120 S 180th St,SEATTLE,WA,98188,321999,Corporation,,,,,38,4/11/2020,,
"d $350,000-1 million",SUPERIOR SOLE WELDING & FABRICATION INC,7402 44TH AVE NE,MARYSVILLE,WA,98270,238190,Corporation,,,,,0,4/13/2020,,
"d $350,000-1 million","SUPERIOR STEEL AND IRONWORKERS, INC.",21229 84TH AVE,KENT,WA,98032,238120,Corporation,,,,,37,4/10/2020,,
"d $350,000-1 million","SUPERIOR SYSTEMS, INC.",13576 Bayview Edison Road,MOUNT VERNON,WA,98273,332313,Subchapter S Corporation,,,,,34,4/4/2020,,
"d $350,000-1 million",SUPERMEX,720 N 20TH AVE,PASCO,WA,99301,445110,Corporation,,,,,150,4/4/2020,,
"d $350,000-1 million","SUPLARI, INC.",1525 4th Avenue Suite 700,SEATTLE,WA,98101,511210,Corporation,,,,,38,4/30/2020,,
"d $350,000-1 million",SUPPORTMED LLC,6003 23RD DR,EVERETT,WA,98203,541219,Limited  Liability Company(LLC),,,,,62,4/8/2020,,
"d $350,000-1 million","SUPPRESSION SYSTEMS, INC.","3077 20TH ST E, Ste B",FIFE,WA,98424,561621,Corporation,,,,,19,4/14/2020,,
"d $350,000-1 million","SUPREME NORTHWEST, INC.",3911 Lake Washington Blvd SE,BELLEVUE,WA,98006,441222,Corporation,,,,,103,4/11/2020,,
"d $350,000-1 million","SURAIN INDUSTRIES, INC.",1615 Puyallup St.,SUMNER,WA,98390,444220,Corporation,,,,,75,4/13/2020,,
"d $350,000-1 million",SURDI ENTERPRISE LLC,606 Rainier St,WOODINVILLE,WA,98072,561740,Limited  Liability Company(LLC),,,,,30,4/14/2020,,
"d $350,000-1 million","SURFACE RENEW, INC",5800 Soundview Dr. Ste A-101,GIG HARBOR,WA,98335,811490,Subchapter S Corporation,,,,,25,4/28/2020,,
"d $350,000-1 million","SURGICAL ASSOCIATES NORTHWEST, P.C.",34612 6th Ave S,FEDERAL WAY,WA,98003,621111,Corporation,,,,,63,4/13/2020,,
"d $350,000-1 million","SURGICAL PRINCIPALS, INC.DBA THE OR COMP",1625 SOUTH TACOMA WAY,TACOMA,WA,98409,423450,Corporation,,,,,24,4/16/2020,,
"d $350,000-1 million",SURPRISE ROCK CREEK MC LLC,111 MARKET ST NE,OLYMPIA,WA,98501,623312,Limited  Liability Company(LLC),,,,,46,6/10/2020,,
"d $350,000-1 million",SUSTAINABLE FLOORS INC.,5009 Pacific Hwy E Ste 7,FIFE,WA,98424,238330,Corporation,,,,,0,4/6/2020,,
"d $350,000-1 million",SUTTER METALS LLC DBA LACEY AUTO RECYCLING,109 CARPENTER RD NE,OLYMPIA,WA,98516,441120,Limited  Liability Company(LLC),,,,,30,5/1/2020,,
"d $350,000-1 million","SWAIN'S GENERAL STORE, INC.",602 E 1st Street,PORT ANGELES,WA,98362,444130,Corporation,,,,,50,4/7/2020,,
"d $350,000-1 million","SWANES SEAFOOD HOLDING COMPANY, LLC",5440 PROCTOR ST,TACOMA,WA,98409,311710,Limited  Liability Company(LLC),,,,,,4/28/2020,,
"d $350,000-1 million",SWANSON'S FOOD OF ABERDEEN,915 Simpson Avenue,HOQUIAM,WA,98550,454110,Corporation,,,,,69,4/10/2020,,
"d $350,000-1 million",SWAT SYSTEMS LLC,1410 NW 49th St,SEATTLE,WA,98107,541513,Limited  Liability Company(LLC),,,,,32,5/21/2020,,
"d $350,000-1 million","SWENSON HEALTHCARE, PLLC",1201 Pacific Avenue,TACOMA,WA,98402,622110,Limited  Liability Company(LLC),,,,,23,4/28/2020,,
"d $350,000-1 million","SWICKARD BELLEVUE, LLC","420 116th Ave,  NE",BELLEVUE,WA,98004,423110,Limited  Liability Company(LLC),,,,,52,4/5/2020,,
"d $350,000-1 million",SWICKARD BELLINGHAM RJA LLC,2200 Iowa ST,BELLINGHAM,WA,98229,441110,Limited  Liability Company(LLC),,,,,56,4/5/2020,,
"d $350,000-1 million","SWICKARD EVERETT, LLC","5200 Evergreen Way Everett,",EVERETT,WA,98203,441110,Limited  Liability Company(LLC),,,,,62,4/5/2020,,
"d $350,000-1 million",SWICKARD RAVENNA LLC,2700 NE 55th ST,SEATTLE,WA,98105,441110,Limited  Liability Company(LLC),,,,,48,4/5/2020,,
"d $350,000-1 million",SWIFT HR SOLUTIONS INC,1100 BELLEVUE WAY NE SUITE 8-A #501,BELLEVUE,WA,98004,541618,Subchapter S Corporation,,,,,0,4/28/2020,,
"d $350,000-1 million","SWIFT PLUMBING AND HEATING, INC.",26061 UNITED RD NE,KINGSTON,WA,98346,238220,Corporation,,,,,36,4/27/2020,,
"d $350,000-1 million",SWIFTWATER CELLARS LLC,PO BOX 946,ROSLYN,WA,98941,424820,Limited  Liability Company(LLC),,,,,0,4/28/2020,,
"d $350,000-1 million","SYMETRIX, INC.",6408 216th Street South West,MOUNTLAKE TERRACE,WA,98043,334310,Corporation,,,,,0,4/5/2020,,
"d $350,000-1 million",SYNCHRONOUS LLC D.B.A. FIRST MODE,2220 Western Avenue,SEATTLE,WA,98121,541690,Limited  Liability Company(LLC),,,,,32,4/15/2020,,
"d $350,000-1 million",SYNECT LLC,14939 NE 95th St,REDMOND,WA,98052,541430,Limited  Liability Company(LLC),,,,,25,4/28/2020,,
"d $350,000-1 million","SYNERGISTICS, INC.",1020 N Center Parkway D,KENNEWICK,WA,99336,541511,Subchapter S Corporation,,,,,18,5/1/2020,,
"d $350,000-1 million",SYNERGY SALES NW LLC,7074 S. 220th St,KENT,WA,98032,238220,Subchapter S Corporation,,,,,26,4/12/2020,,
"d $350,000-1 million","SYNERGY, INC",14040 NE 181ST ST,WOODINVILLE,WA,98072,236210,Subchapter S Corporation,,,,,,4/14/2020,,
"d $350,000-1 million",SYSTEM ERA SOFTWORKS INC.,400 N 34th St Ste 200,SEATTLE,WA,98103,541511,Corporation,,,,,33,5/3/2020,,
"d $350,000-1 million","SYSTEM SOLUTIONS OF WASHINGTON, INC.",17107 TALBOT RD,EDMONDS,WA,98026,238210,Subchapter S Corporation,,,,,23,4/16/2020,,
"d $350,000-1 million","SYSTEM TECH WASHINGTON, INC.",2816 N MADELIA ST,SPOKANE,WA,99207,238210,Corporation,,,,,54,4/14/2020,,
"d $350,000-1 million",SYSTEMS DESIGN WEST LLC,19265 Powder Hill Pl NE,POULSBO,WA,98370,541990,Limited  Liability Company(LLC),,,,,105,4/8/2020,,
"d $350,000-1 million","SYSTIMMUNE, INC",15318 NE 95TH ST,REDMOND,WA,98052,325412,Corporation,,,,,28,5/3/2020,,
"d $350,000-1 million",SYTECH INC,3900 E MAIN AVE,SPOKANE,WA,99202,339113,Corporation,,,,,0,6/19/2020,,
"d $350,000-1 million",T & C TRI-CITIES INC.,955 Aaron Dr,RICHLAND,WA,99352,441110,Subchapter S Corporation,,,,,,4/11/2020,,
"d $350,000-1 million",T &AMP; T MOORE ENTERPRISES CORP,14401 ISSAQUAH RD SE,ISSAQUAH,WA,98027,238220,Corporation,,,,,44,5/3/2020,,
"d $350,000-1 million",T BARGER DIRTWORKS LLC,4224 Sumner Tapps Hwy E,BONNEY LAKE,WA,98391,238910,Limited  Liability Company(LLC),,,,,0,5/5/2020,,
"d $350,000-1 million",T&S SAYERS LLC,37122 237th Pl SE,ENUMCLAW,WA,98022,238110,Limited  Liability Company(LLC),,,,,36,4/13/2020,,
"d $350,000-1 million","T-BAR CONSTRUCTION, INC.",14590 Interurban Ave S B100,SEATTLE,WA,98168,238310,Subchapter S Corporation,,,,,,4/15/2020,,
"d $350,000-1 million",T-SCAN CORPORATION DBA EXPRESS COPY SERV ICES OR EXPRESS REC,4200 23RD AVE W,SEATTLE,WA,98199,518210,Subchapter S Corporation,,,,,48,4/16/2020,,
"d $350,000-1 million","T.B.D., INC.","20902 67TH AVE NE, #333",ARLINGTON,WA,98223,722513,Corporation,,,,,0,4/7/2020,,
"d $350,000-1 million","T.C.TRADING COMPANY, INC",1755 BOBLETT STREET,BLAINE,WA,98230,493120,Corporation,,,,,38,4/14/2020,,
"d $350,000-1 million","T.D. WANG ADVERTISING GROUP, LLC DBA TDW+CO",600 STEWART ST STE 800,SEATTLE,WA,98101,541810,Limited  Liability Company(LLC),,,,,34,5/1/2020,,
"d $350,000-1 million","T.T.S., INC.",1931 W Pacific,SPOKANE,WA,99201,722511,Subchapter S Corporation,,,,,,4/7/2020,,
"d $350,000-1 million","TABLE WINE, INC.",2000B Fourth Ave,SEATTLE,WA,98121,722511,Subchapter S Corporation,,,,,114,4/13/2020,,
"d $350,000-1 million",TACOMA ART MUSEUM,1701 Pacific Avenue,TACOMA,WA,98402,712110,Non-Profit Organization,,,,,50,4/27/2020,,
"d $350,000-1 million",TACOMA ARTS LIVE,901Broadway,TACOMA,WA,98402,711310,Non-Profit Organization,,,,,79,4/14/2020,,
"d $350,000-1 million",TACOMA COMMUNITY HOUSE,1314 S L St,TACOMA,WA,98405,813219,Non-Profit Organization,,,,,0,4/30/2020,,
"d $350,000-1 million","TACOMA FIXTURE COMPANY, INC.",1815 East D Street,TACOMA,WA,98421,337211,Corporation,,,,,100,4/28/2020,,
"d $350,000-1 million","TACOMA HYDRAULICS, INC. DBA TEAM SEALS",405 PORTER WAY UNIT A,MILTON,WA,98354,811219,Subchapter S Corporation,,,,,25,5/1/2020,,
"d $350,000-1 million",TACOMA PIERCE COUNTY HABITAT FOR HUMANITY,4824 S TACOMA WAY,TACOMA,WA,98409,531390,Non-Profit Organization,,,,,0,4/9/2020,,
"d $350,000-1 million","TACOMA PLUMBING & HEATING, INC.",1817 112TH ST E #G,TACOMA,WA,98445,238220,Corporation,,,,,,4/9/2020,,
"d $350,000-1 million",TACOMA ROOFING INC.,112612 PACIFIC HWY SW,LAKEWOOD,WA,98499,238160,Subchapter S Corporation,,,,,0,4/13/2020,,
"d $350,000-1 million",TACOMA RUBBER STAMP AND MARKETING SYSTEMS,PO BOX,TACOMA,WA,98401,323111,Subchapter S Corporation,,,,,,4/28/2020,,
"d $350,000-1 million",TACOMA STEEL SUPPLY INC.,701 64TH ST,TACOMA,WA,98404,423510,Corporation,,,,,30,4/27/2020,,
"d $350,000-1 million","TACOMA TENT & AWNING CO., INC.",121 N G St.,TACOMA,WA,98403,314910,Corporation,,,,,35,4/15/2020,,
"d $350,000-1 million",TACOS GUAYMAS OF MARYSVILLE INC.,1400 state ave,MARYSVILLE,WA,98270,722511,Subchapter S Corporation,,,,,7,5/1/2020,,
"d $350,000-1 million",TACTILE INC,2013 4th Ave Ste 402,SEATTLE,WA,98121,541420,Subchapter S Corporation,,,,,21,4/28/2020,,
"d $350,000-1 million",TAE YANG LLC,344 Silica Rd NW,QUINCY,WA,98848,721110,Limited  Liability Company(LLC),,,,,75,4/13/2020,,
"d $350,000-1 million","TAGBOARD, INC",8383 158th Ave NE Suite 110,REDMOND,WA,98052,541910,Corporation,,,,,27,4/30/2020,,
"d $350,000-1 million",TALEN PIZZA INC,7735 NE Hwy 99,VANCOUVER,WA,98665,722511,Corporation,,,,,0,4/27/2020,,
"d $350,000-1 million","TALENT REACH, LLC",1952 9th Ave W,SEATTLE,WA,98119,541990,Limited  Liability Company(LLC),,,,,0,4/30/2020,,
"d $350,000-1 million",TALISMAN CONSTRUCTION SERVICES INC,3828 E Queen Ave,SPOKANE,WA,99217,236220,Corporation,,,,,0,4/7/2020,,
"d $350,000-1 million",TALON PRIVATE CAPITAL LLC,929 108th Ave NE,BELLEVUE,WA,98004,523920,Limited  Liability Company(LLC),,,,,17,4/14/2020,,
"d $350,000-1 million","TANGO RESTAURANT, INC",1303 NE Boat Street,SEATTLE,WA,98105,722511,Subchapter S Corporation,,,,,75,4/13/2020,,
"d $350,000-1 million",TANNER ELECTRIC COOPERATIVE,45715 SE 140th Street,NORTH BEND,WA,98045,221122,Cooperative,,,,,18,4/28/2020,,
"d $350,000-1 million",TAP HOUSE GRILL SEATTLE LLC,1506   6TH AVE,SEATTLE,WA,98101,722511,Limited  Liability Company(LLC),,,,,43,4/10/2020,,
"d $350,000-1 million","TAPIO CONSTRUCTION, INC.",11811-C NE 72nd Ave,VANCOUVER,WA,98686,236220,Corporation,,,,,,4/10/2020,,
"d $350,000-1 million",TAQUERIA EL ANTOJO,2606 70th Ave E Ste 104,FIFE,WA,98116,561312,Sole Proprietorship,,,,,101,4/13/2020,,
"d $350,000-1 million","TARGA REAL ESTATE SERVICES, INC.",720 S 348th St,FEDERAL WAY,WA,98003,531311,Subchapter S Corporation,,,,,35,4/13/2020,,
"d $350,000-1 million","TARGET MARKET ENTERPRISES, INC.",4071 HANNEGAN RD STE T,BELLINGHAM,WA,98226,722513,Corporation,,,,,176,4/7/2020,,
"d $350,000-1 million","TARP - IT, INC",3000 Wilson Creek Rd,ELLENSBURG,WA,98926,115114,Corporation,,,,,98,4/9/2020,,
"d $350,000-1 million","TARR WHITMAN GROUP, LLC",1700   7TH AVE # 116-139,SEATTLE,WA,98101,541618,Limited  Liability Company(LLC),,,,,13,4/28/2020,,
"d $350,000-1 million",TARRAGON LLC,"601 UNION ST, Suite 3500",SEATTLE,WA,98101,531390,Limited  Liability Company(LLC),,,,,0,4/6/2020,,
"d $350,000-1 million",TATE TRANSPORTATION INC.,910 E ST,WALLA WALLA,WA,99362,484121,Subchapter S Corporation,,,,,0,4/6/2020,,
"d $350,000-1 million","TATOES, LLC",18400 SW RD 24,MATTAWA,WA,99349,111211,Limited  Liability Company(LLC),,,,,119,4/14/2020,,
"d $350,000-1 million",TAURUS INDUSTRIES INC,1036 73RD AVE SE,TUMWATER,WA,98501,238210,Corporation,,,,,30,4/30/2020,,
"d $350,000-1 million",TAVOUR INC,1904 3rd Avenue,SEATTLE,WA,98101,561312,Sole Proprietorship,,,,,48,4/13/2020,,
"d $350,000-1 million","TAYLOR ORCHARDS MANAGEMENT, INC.",3748 State Highway 97A,WENATCHEE,WA,98801,111331,Subchapter S Corporation,,,,,100,4/15/2020,,
"d $350,000-1 million","TAYLOR RESTAURANTS, INC.",130 SE Lynch Rd,SHELTON,WA,98584,722511,Corporation,,,,,76,4/11/2020,,
"d $350,000-1 million","TAYLOR'S EXCAVATORS, INC.",3134 268TH ST NW,STANWOOD,WA,98292,238910,Corporation,,,,,0,4/6/2020,,
"d $350,000-1 million","TBCOT, LLC",2502 S Tyler Street,TACOMA,WA,98405,711211,Limited  Liability Company(LLC),,,,,44,4/7/2020,,
"d $350,000-1 million",TC TRANS INC,8390 PORTAL WAY,BLAINE,WA,98230,493110,Corporation,,,,,44,4/12/2020,,
"d $350,000-1 million",TCA ARCHITECTURE PLANNING INC,6211 ROOSEVELT WAY NE,SEATTLE,WA,98115,541310,Corporation,,,,,21,5/1/2020,,
"d $350,000-1 million",TCI INC.,13500 BEL RED RD Suite A104,BELLEVUE,WA,98005,236220,Subchapter S Corporation,,,,,0,4/10/2020,,
"d $350,000-1 million","TD CATERING, INC.",5118 14th Ave NW,SEATTLE,WA,98107,722320,Subchapter S Corporation,,,,,84,4/12/2020,,
"d $350,000-1 million",TE BRIGGS CONSTRUCTION CO,6708 210TH ST SW,LYNNWOOD,WA,98036,238910,Corporation,,,,,,4/6/2020,,
"d $350,000-1 million",TEAL JONES LUMBER SERVICES INC.,530 WEST FRONT STREET,SUMAS,WA,98295,423310,Corporation,,,,,37,4/28/2020,,
"d $350,000-1 million",TEAL SALES INC,20818 44TH W STE 201,LYNNWOOD,WA,98036,541330,Corporation,,,,,,5/3/2020,,
"d $350,000-1 million","TEAM CONSTRUCTION GROUP, INC.",6701 NE 42nd Street,VANCOUVER,WA,98661,236220,Corporation,,,,,54,4/9/2020,,
"d $350,000-1 million","TECACE SOFTWARE, LTD.",840 140th Ave NE,BELLEVUE,WA,98005,541512,Corporation,,,,,38,4/28/2020,,
"d $350,000-1 million","TECHNICAL CABLE APPLICATIONS, INC.",2840 W Valley Hwy N,AUBURN,WA,98001,334416,Corporation,,,,,58,4/13/2020,,
"d $350,000-1 million",TECHNOLOGY ACCESS FOUNDATION,605 SW 108th St,SEATTLE,WA,98146,611710,Non-Profit Organization,,,,,34,4/12/2020,,
"d $350,000-1 million","TECHNOLOGY LEARNING GROUP, INC.","12822 SE 32nd Street, Suite 200",BELLEVUE,WA,98005,611420,Corporation,,,,,23,4/8/2020,,
"d $350,000-1 million",TECHPOWER SOLUTIONS INC,14656 NE 95TH ST,REDMOND,WA,98052,541512,Corporation,,,,,18,5/3/2020,,
"d $350,000-1 million","TECTONIC AUDIO LABS, INC.",17802 134th Ave NE Suite 17,WOODINVILLE,WA,98072,334310,Corporation,,,,,,4/14/2020,,
"d $350,000-1 million",TEK CONSTRUCTION INC,1980 W Bakerview Road,BELLINGHAM,WA,98226,237110,Subchapter S Corporation,,,,,17,4/11/2020,,
"d $350,000-1 million",TEKLINE ROOFING LLC,635 Industry Drive,TUKWILA,WA,98188,238160,Limited  Liability Company(LLC),,,,,53,4/14/2020,,
"d $350,000-1 million",TEKOA OPERATIONS LLC,330 N MADISON ST,TEKOA,WA,99033,623110,Limited  Liability Company(LLC),,,,,60,4/14/2020,,
"d $350,000-1 million",TEM EXPRESS LOGISTICS LLC,17315 NE 118TH CT,REDMOND,WA,98052,492110,Limited  Liability Company(LLC),,,,,104,6/23/2020,,
"d $350,000-1 million",TEM EXPRESS LOGISTICS LLC,5129 Evergreen Way Suite D #15,EVERETT,WA,98203,484220,Limited  Liability Company(LLC),,,,,104,6/1/2020,,
"d $350,000-1 million",TEMEGON INC,8575 WILLOWS RD,REDMOND,WA,98052,236220,Subchapter S Corporation,,,,,,4/28/2020,,
"d $350,000-1 million",TEMPLE BETH AM,2632 NE 80th St,SEATTLE,WA,98115,813110,Non-Profit Organization,,,,,64,5/3/2020,,
"d $350,000-1 million",TEMPLE DE HIRSCH SINAI,1511 E PIKE ST,SEATTLE,WA,98122,813110,Non-Profit Organization,,,,,159,4/13/2020,,
